locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
Sus,Pune,510.0,1,1,2,Semi-Furnished,39.0,20000.0
Wagholi,Pune,1260.0,3,3,0,Unfurnished,19.0,24000.0
Mahatma Gandhi Nagar,Bangalore,1545.0,3,3,2,Semi-Furnished,55.0,85000.0
Pimpri,Pune,750.0,2,1,2,Unfurnished,27.0,20000.0
Yelahanka,Bangalore,4035.0,4,5,10,Unfurnished,99.0,400000.0
Matunga West,Mumbai,750.0,2,2,0,Unfurnished,147.0,110000.0
Kotla Mubarakpur,New Delhi,990.0,2,2,0,Semi-Furnished,27.0,27000.0
Katraj Kondhwa Road,Pune,533.0,1,1,0,Unfurnished,20.0,10500.0
Shanti Niketan,New Delhi,9000.0,4,4,4,Semi-Furnished,105.55555555555556,950000.0
Karthik Nagar,Bangalore,500.0,1,1,0,Furnished,50.0,25000.0
Goregaon East,Mumbai,996.0,3,3,2,Furnished,191.0,190000.0
Pimpri Chinchwad,Pune,750.0,2,1,0,Semi-Furnished,20.0,15000.0
Dahisar West,Mumbai,375.0,1,1,0,Unfurnished,67.0,25000.0
Wathoda,Nagpur,1700.0,3,3,3,Unfurnished,14.0,23000.0
Nagavara,Bangalore,1400.0,3,2,0,Semi-Furnished,25.0,35000.0
Uttam Nagar,New Delhi,585.0,2,1,0,Unfurnished,14.0,8000.0
Sector 2 HSR Layout,Bangalore,550.0,1,1,0,Semi-Furnished,41.0,22500.0
Andheri East,Mumbai,950.0,3,2,2,Unfurnished,89.0,85000.0
Andheri West,Mumbai,765.0,2,2,0,Unfurnished,144.0,110000.0
Abbigere,Bangalore,650.0,2,1,0,Unfurnished,8.0,5000.0
Sector 4 Dwarka,New Delhi,1650.0,3,3,3,Unfurnished,24.0,40000.0
Somalwada,Nagpur,1200.0,3,3,2,Unfurnished,21.0,25000.0
JB Nagar,Mumbai,1000.0,2,2,0,Furnished,75.0,75000.0
Butibori,Nagpur,530.0,1,1,2,Semi-Furnished,10.0,5500.0
Uruli Devachi,Pune,1000.0,2,2,0,Semi-Furnished,10.0,10000.0
Doddakannelli,Bangalore,1500.0,3,3,2,Unfurnished,30.0,45000.0
Manyata Residency,Bangalore,3100.0,4,5,2,Semi-Furnished,37.0,110000.0
Kharadi,Pune,625.0,1,2,0,Unfurnished,45.0,28000.0
Dabha,Nagpur,950.0,2,2,2,Furnished,15.0,14000.0
Jayprakash Nagar,Mumbai,375.0,1,2,0,Unfurnished,112.0,42000.0
Goregaon West,Mumbai,1200.0,3,3,2,Unfurnished,58.0,70000.0
Kapashera,New Delhi,600.0,2,2,0,Semi-Furnished,18.0,11000.0
Dattapada,Mumbai,600.0,1,1,0,Unfurnished,38.0,23000.0
RT Nagar,Bangalore,600.0,2,2,0,Semi-Furnished,27.0,16000.0
Hinjewadi,Pune,500.0,1,1,0,Furnished,60.0,30000.0
Lohegaon,Pune,710.0,2,1,0,Unfurnished,17.0,12000.0
Arjan Garh,New Delhi,1350.0,2,2,0,Semi-Furnished,9.0,12000.0
Pisoli,Pune,700.0,2,2,0,Unfurnished,9.0,6000.0
Akshya Nagar,Bangalore,1000.0,2,2,0,Furnished,19.0,18500.0
Bhukum,Pune,800.0,3,3,3,Semi-Furnished,25.0,20000.0
Sneh Nagar,Nagpur,1000.0,2,2,2,Furnished,30.0,30000.0
Worli,Mumbai,1605.0,4,4,0,Semi-Furnished,237.0,380000.0
Shikrapur,Pune,750.0,1,1,0,Semi-Furnished,9.0,7000.0
Hadapsar,Pune,620.0,2,2,2,Semi-Furnished,39.0,24000.0
Andheri East,Mumbai,750.0,2,2,0,Furnished,87.0,65000.0
Goregaon East,Mumbai,1080.0,3,3,2,Unfurnished,97.0,110000.0
Lohegaon,Pune,1100.0,3,2,2,Furnished,27.0,30000.0
South Extension 1,New Delhi,210.0,2,3,3,Unfurnished,229.0,48000.0
Bagalur Main Road,Bangalore,1224.0,3,2,0,Unfurnished,25.0,30000.0
Mahadevapura,Bangalore,400.0,1,1,0,Semi-Furnished,35.0,14000.0
Vile Parle East,Mumbai,1500.0,4,4,2,Unfurnished,107.0,160000.0
Wakad,Pune,898.0,1,1,0,Furnished,22.0,20000.0
Tumkur Road,Bangalore,569.0,2,2,0,Semi-Furnished,22.0,12500.0
Bibwewadi,Pune,580.0,1,1,0,Unfurnished,24.0,14000.0
Parel,Mumbai,850.0,2,2,2,Furnished,200.0,170000.0
Dwarka Mor,New Delhi,630.0,2,1,0,Unfurnished,14.0,9000.0
RT Nagar,Bangalore,1200.0,2,2,0,Furnished,29.0,35000.0
Camp,Pune,550.0,1,2,0,Semi-Furnished,36.0,20000.0
Block 32 East Patel Nagar,New Delhi,2000.0,2,1,0,Furnished,28.0,55000.0
Mahalaxmi Nagar,Nagpur,850.0,1,1,2,Semi-Furnished,14.0,12000.0
Gunjur Balagere Road,Bangalore,1400.0,3,3,2,Semi-Furnished,29.0,40000.0
Katraj Kondhwa Road,Pune,300.0,1,1,0,Semi-Furnished,15.0,4500.0
Mehrauli,New Delhi,750.0,2,2,0,Unfurnished,35.0,26000.0
Old Sangvi,Pune,500.0,1,1,0,Unfurnished,26.0,13000.0
Manjari Road,Pune,550.0,1,1,0,Unfurnished,14.0,7500.0
Uttam Nagar,New Delhi,540.0,2,1,0,Semi-Furnished,14.0,7500.0
Whitefield,Bangalore,1561.0,3,3,3,Semi-Furnished,54.0,85000.0
Sopan Baug Society,Pune,2370.0,4,5,2,Furnished,30.0,70000.0
Saswad,Pune,550.0,1,1,0,Unfurnished,15.0,8000.0
Nathu Colony,New Delhi,600.0,1,1,0,Unfurnished,12.0,7000.0
Banashankari Stage 1,Bangalore,200.0,1,1,0,Unfurnished,26.0,5300.0
Chunabhatti,Mumbai,400.0,1,1,0,Semi-Furnished,85.0,34000.0
Surajmal Vihar,New Delhi,1530.0,3,3,2,Semi-Furnished,36.0,55000.0
Block 1st Koramangala,Bangalore,850.0,2,2,0,Semi-Furnished,35.0,30000.0
Hadapsar,Pune,1500.0,2,3,0,Furnished,17.0,25000.0
Rambaug Powai,Mumbai,1040.0,3,3,0,Unfurnished,139.0,150000.0
Khar Danda,Mumbai,800.0,3,3,0,Unfurnished,275.0,220000.00000000003
Manish Nagar,Nagpur,1100.0,2,2,0,Semi-Furnished,14.0,15000.0
Block F Palam Extension,New Delhi,220.0,1,1,0,Unfurnished,32.0,7000.0
Hudkeshwar,Nagpur,1000.0,2,1,2,Semi-Furnished,15.0,15000.0
Trilokpuri,New Delhi,225.0,1,1,0,Unfurnished,20.0,4500.0
Chembur,Mumbai,780.0,2,2,0,Unfurnished,67.0,52000.0
Chittaranjan Park,New Delhi,2400.0,4,4,3,Unfurnished,63.0,150000.0
NIBM Road,Pune,1800.0,3,3,0,Furnished,17.0,30000.0
Sadashiv Peth,Pune,570.0,1,1,0,Unfurnished,26.0,15000.0
Pitampura,New Delhi,1100.0,3,2,2,Semi-Furnished,28.0,31000.0
Mahavir Nagar Kandivali West,Mumbai,700.0,2,2,0,Furnished,64.0,45000.0
Amravati Road,Nagpur,750.0,2,2,3,Unfurnished,20.0,15000.0
Marunji,Pune,1188.0,3,3,0,Unfurnished,29.0,35000.0
Andheri West,Mumbai,1000.0,2,3,2,Furnished,75.0,75000.0
Wakad,Pune,920.0,2,2,0,Furnished,39.0,36000.0
Manish Nagar,Nagpur,800.0,2,2,2,Unfurnished,19.0,15000.0
Aya Nagar,New Delhi,500.0,1,1,0,Semi-Furnished,15.0,7500.0
Film City Road,Mumbai,400.0,1,2,0,Furnished,108.0,43000.0
Wadala,Mumbai,514.0,1,1,2,Semi-Furnished,160.0,82000.0
Mira Road,Mumbai,660.0,2,2,0,Furnished,33.0,22000.0
Benson Town,Bangalore,3300.0,4,4,3,Furnished,68.0,230000.0
Somatne Phata,Pune,400.0,1,1,0,Unfurnished,25.0,10000.0
Jakkur,Bangalore,1100.0,3,3,2,Unfurnished,29.0,32000.0
Prabhadevi,Mumbai,2250.0,4,4,0,Unfurnished,244.0,550000.0
Gokhale Nagar,Pune,100.0,1,1,0,Semi-Furnished,130.0,13000.0
Dollars Colony,Bangalore,2400.0,3,3,0,Semi-Furnished,50.0,120000.0
Krishna Nagar,New Delhi,450.0,2,2,0,Furnished,22.0,10000.0
Tilak Nagar,New Delhi,900.0,2,2,0,Furnished,28.0,25000.0
Parel,Mumbai,893.0,2,2,0,Semi-Furnished,190.0,170000.0
Royal Palms Estate,Mumbai,465.0,1,1,0,Furnished,39.0,18000.0
Hazari Pahad,Nagpur,1075.0,2,2,0,Unfurnished,15.0,16000.0
Mihan,Nagpur,1100.0,2,2,2,Unfurnished,12.0,13000.0
Yelahanka,Bangalore,2100.0,3,4,0,Semi-Furnished,21.0,45000.0
Khar West,Mumbai,2000.0,3,4,3,Semi-Furnished,290.0,580000.0
Hingna Road,Nagpur,1640.0,3,3,2,Semi-Furnished,10.0,17000.0
Bellandur,Bangalore,3400.0,4,5,2,Semi-Furnished,68.0,230000.0
Varthur,Bangalore,950.0,2,2,0,Semi-Furnished,28.0,26500.0
BEML Layout-Brookefield,Bangalore,1600.0,3,2,0,Furnished,31.0,50000.0
Aundh,Pune,4500.0,4,4,3,Semi-Furnished,52.0,240000.0
Haralur Main Road,Bangalore,1303.0,2,2,0,Furnished,46.0,60000.0
Kempapura Agrahara,Bangalore,800.0,1,1,0,Semi-Furnished,13.0,10500.0
Brookefield,Bangalore,125.0,1,1,0,Furnished,136.0,17000.0
Defence Colony,New Delhi,1600.0,3,3,2,Unfurnished,81.0,130000.0
Juhu Versova Link Road,Mumbai,565.0,1,1,0,Semi-Furnished,88.0,50000.0
Hadapsar,Pune,730.0,2,2,3,Semi-Furnished,38.0,28000.0
Hadapsar,Pune,550.0,1,1,0,Semi-Furnished,22.0,12000.0
Uttam Nagar,New Delhi,360.0,1,1,0,Unfurnished,15.0,5500.0
Hinjewadi,Pune,450.0,1,1,0,Unfurnished,22.0,10000.0
Kurla,Mumbai,320.0,1,1,0,Unfurnished,63.0,20000.0
Vikaspuri,New Delhi,450.0,2,2,0,Unfurnished,27.0,12000.0
Koregaon Park Annexe,Pune,1000.0,2,2,2,Furnished,48.0,48000.0
Wardha Road,Nagpur,890.0,2,2,0,Unfurnished,8.0,7000.0
Abbigere,Bangalore,600.0,2,2,0,Unfurnished,16.0,9500.0
Thanisandra,Bangalore,3000.0,3,3,0,Semi-Furnished,40.0,120000.0
Sector 24 Rohini,New Delhi,900.0,2,1,0,Unfurnished,19.0,17000.0
Muthanallur,Bangalore,3500.0,5,5,0,Semi-Furnished,37.0,130000.0
Cuffe Parade,Mumbai,1000.0,2,2,0,Unfurnished,230.0,230000.0
Phase 7 JP Nagar,Bangalore,1550.0,3,3,0,Furnished,23.0,35000.0
Sector 9 Rohini,New Delhi,850.0,2,2,2,Semi-Furnished,33.0,28000.0
Chirag Delhi,New Delhi,500.0,2,1,0,Unfurnished,20.0,10000.0
NIBM Road,Pune,650.0,1,1,0,Semi-Furnished,23.0,15000.0
Burari,New Delhi,500.0,2,1,0,Semi-Furnished,14.0,7000.0
Gummanahalli,Bangalore,1055.0,3,3,2,Unfurnished,35.0,37000.0
Dehu Road,Pune,700.0,1,1,0,Furnished,20.0,14000.0
Hinjewadi,Pune,800.0,2,2,2,Semi-Furnished,33.0,26000.0
Kiwale,Pune,3777.0,4,5,6,Unfurnished,16.0,60000.0
Tilekar Nagar,Pune,450.0,1,1,2,Unfurnished,12.0,5500.0
Kirari Suleman Nagar,New Delhi,500.0,2,2,0,Unfurnished,14.0,7000.0
Matunga West,Mumbai,900.0,3,3,0,Furnished,100.0,90000.0
Andheri West,Mumbai,950.0,2,2,0,Semi-Furnished,53.0,50000.0
Hingna,Nagpur,1150.0,2,2,0,Semi-Furnished,17.0,20000.0
Patel Nagar West,New Delhi,70.0,3,1,0,Semi-Furnished,129.0,9000.0
Mihan,Nagpur,900.0,2,2,3,Semi-Furnished,17.0,15000.0
Mahavir Enclave Part 1,New Delhi,890.0,2,1,0,Furnished,20.0,18000.0
Shiv Kutir,Mumbai,850.0,2,2,0,Semi-Furnished,206.0,180000.0
Lajpat Nagar,New Delhi,800.0,2,2,2,Semi-Furnished,56.0,45000.0
Bangalore Shivamogga Road,Bangalore,650.0,1,1,0,Unfurnished,10.0,6250.0
Neb Sarai,New Delhi,1200.0,3,3,0,Unfurnished,17.0,20000.0
Viman Nagar Central,Pune,2000.0,3,3,0,Furnished,40.0,80000.0
Srinagar,Bangalore,1100.0,1,1,0,Semi-Furnished,6.0,6500.0
Kharadi,Pune,790.0,2,2,0,Semi-Furnished,43.0,34000.0
Bandra West,Mumbai,2100.0,4,3,4,Semi-Furnished,214.0,450000.0
Sector 23 Rohini,New Delhi,900.0,2,2,0,Semi-Furnished,23.0,21000.0
Kalyan Vihar,New Delhi,1485.0,3,3,0,Unfurnished,34.333333333333336,51000.0
Sainik Nagar,New Delhi,540.0,2,1,0,Unfurnished,18.0,9500.0
Bandra West,Mumbai,2400.0,4,4,0,Semi-Furnished,177.0,430000.0
Prabhadevi,Mumbai,800.0,2,2,0,Unfurnished,175.0,140000.0
Hadapsar,Pune,1550.0,3,3,2,Semi-Furnished,37.0,58000.0
Prem Nagar 3,New Delhi,350.0,1,1,0,Unfurnished,23.0,8000.0
Mahal,Nagpur,600.0,2,1,0,Unfurnished,20.0,12000.0
Hongasandra,Bangalore,400.0,1,1,0,Semi-Furnished,25.0,10000.0
Vazira Naka Borivali West,Mumbai,950.0,2,2,0,Unfurnished,34.0,32000.0
Manewada,Nagpur,850.0,2,2,3,Semi-Furnished,18.0,15000.0
Salunkhe Vihar,Pune,635.0,1,1,0,Unfurnished,24.0,15000.0
Jogeshwari East,Mumbai,150.0,1,1,0,Unfurnished,63.0,9500.0
Sneh Nagar,Nagpur,700.0,2,3,0,Semi-Furnished,26.0,18000.0
Kandivali West,Mumbai,600.0,2,2,2,Unfurnished,58.0,35000.0
Bibvewadi Road,Pune,560.0,1,1,0,Unfurnished,16.0,9000.0
Parwati Nagar,Nagpur,800.0,2,3,0,Semi-Furnished,19.0,15000.0
Powai,Mumbai,625.0,2,2,0,Furnished,112.0,70000.0
Shastri Nagar Mitha Nagar,Mumbai,420.0,1,2,0,Unfurnished,83.0,35000.0
Manish Nagar,Nagpur,350.0,1,1,0,Furnished,6.0,2000.0
Goregaon East,Mumbai,900.0,2,2,0,Semi-Furnished,72.0,65000.0
Mihan,Nagpur,1000.0,2,2,0,Unfurnished,13.0,13000.0
Yelahanka New Town,Bangalore,1000.0,3,3,0,Semi-Furnished,25.0,25000.0
Bandra East,Mumbai,1680.0,3,6,5,Semi-Furnished,101.0,170000.0
Mangaldas Road,Pune,1050.0,2,2,2,Semi-Furnished,34.0,36000.0
Tilak Nagar,New Delhi,450.0,1,1,0,Furnished,34.0,15500.0
Besa,Nagpur,1101.0,3,3,2,Semi-Furnished,15.0,17000.0
Naigaon East,Mumbai,410.0,1,1,3,Unfurnished,37.0,15000.0
Naigaon East Vasai Link Road,Mumbai,600.0,2,2,0,Semi-Furnished,25.0,15000.0
Pardi,Nagpur,600.0,2,2,0,Unfurnished,15.0,9000.0
Kudlu,Bangalore,3200.0,4,4,0,Furnished,31.0,100000.0
Vasai West,Mumbai,667.0,2,1,0,Semi-Furnished,24.0,16000.0
Sathya Sai Layout,Bangalore,1700.0,4,4,4,Semi-Furnished,27.0,46000.0
Sector 3 HSR Layout,Bangalore,1100.0,2,2,2,Furnished,25.0,28000.0
DDA,New Delhi,1200.0,2,2,2,Semi-Furnished,29.0,35000.0
Powai,Mumbai,1785.0,3,3,2,Semi-Furnished,76.0,140000.0
Naigaon Palghar,Mumbai,420.0,1,1,0,Unfurnished,12.0,5000.0
Virar,Mumbai,1100.0,3,3,3,Semi-Furnished,30.0,33000.0
Andheri West,Mumbai,1225.0,3,3,0,Furnished,131.0,160000.0
Narhe,Pune,850.0,2,2,0,Unfurnished,24.0,20000.0
Santacruz West,Mumbai,650.0,2,2,0,Semi-Furnished,86.0,56000.0
Hadapsar,Pune,990.0,3,3,0,Semi-Furnished,30.0,30000.0
Karol Bagh,New Delhi,280.0,1,1,0,Furnished,54.0,15000.0
Mulund West,Mumbai,1200.0,3,3,0,Semi-Furnished,67.0,80000.0
Chandivali,Mumbai,1350.0,3,2,2,Furnished,67.0,90000.0
Mahalunge,Pune,650.0,2,2,0,Semi-Furnished,46.0,30000.0
Indira Vihar,New Delhi,720.0,2,2,0,Furnished,40.0,28500.0
Wanadongri,Nagpur,850.0,3,2,0,Unfurnished,12.0,10000.0
Dighi,Pune,300.0,1,1,0,Unfurnished,20.0,6000.0
Dwarka Mor,New Delhi,500.0,1,1,0,Unfurnished,24.0,11999.0
Annasandrapalya Extension,Bangalore,800.0,1,1,0,Unfurnished,16.0,13000.0
Sector 2 Rohini,New Delhi,600.0,2,2,0,Semi-Furnished,20.0,12000.0
Uttam Nagar,New Delhi,450.0,1,1,0,Unfurnished,19.0,8500.0
Kaval Byrasandra,Bangalore,2000.0,3,3,3,Unfurnished,22.0,45000.0
Manyata Tech Park,Bangalore,690.0,1,1,0,Unfurnished,58.0,40000.0
Trimurti Nagar,Nagpur,1500.0,2,2,0,Semi-Furnished,13.0,20000.0
Sector 5 HSR Layout,Bangalore,2400.0,3,3,2,Semi-Furnished,31.0,75000.0
Devanahalli,Bangalore,2800.0,4,4,0,Semi-Furnished,36.0,100000.0
Goregaon East,Mumbai,900.0,3,3,0,Semi-Furnished,98.0,88000.0
Haralur Main Road,Bangalore,3300.0,4,5,0,Furnished,33.0,110000.0
Borivali East,Mumbai,1073.0,3,3,0,Unfurnished,84.0,90000.0
Devinagar,Bangalore,500.0,1,1,0,Unfurnished,20.0,10000.0
Andheri West,Mumbai,1350.0,3,3,0,Unfurnished,148.0,200000.0
Wakad,Pune,900.0,2,2,2,Furnished,34.0,31000.0
Mahal,Nagpur,700.0,2,1,0,Unfurnished,7.0,5000.0
Sector 13 Rohini,New Delhi,800.0,2,2,0,Semi-Furnished,28.0,22000.0
Malad East,Mumbai,225.0,1,1,0,Unfurnished,89.0,20000.0
Nala Sopara,Mumbai,980.0,2,2,0,Unfurnished,10.0,10000.0
Dadar West,Mumbai,940.0,3,2,0,Semi-Furnished,181.0,170000.0
Block F Karam Pura,New Delhi,300.0,1,1,0,Unfurnished,50.0,15000.0
Awhalwadi Road,Pune,750.0,1,1,3,Unfurnished,13.0,9500.0
Wakad,Pune,850.0,2,2,3,Unfurnished,28.0,24000.0
Andheri East,Mumbai,986.0,3,2,0,Furnished,122.0,120000.0
Uday nagar,Nagpur,970.0,2,2,2,Semi-Furnished,13.0,12500.0
Upkar Layout Whitefield,Bangalore,5000.0,5,6,3,Semi-Furnished,24.0,120000.0
Kharadi,Pune,1300.0,3,3,3,Unfurnished,35.0,45000.0
Hinjewadi,Pune,640.0,2,2,0,Unfurnished,34.0,22000.0
Satara Road,Pune,2250.0,3,3,3,Semi-Furnished,24.0,55000.0
Jafar Nagar,Nagpur,800.0,2,2,2,Semi-Furnished,8.0,6000.0
Koramangala,Bangalore,1200.0,2,2,2,Unfurnished,46.0,55000.0
South Extension,New Delhi,1100.0,2,1,2,Furnished,33.0,36000.0
GK I,New Delhi,550.0,1,1,0,Unfurnished,65.0,36000.0
Manish Nagar,Nagpur,1000.0,2,2,0,Semi-Furnished,14.0,14000.0
Sarita Vihar,New Delhi,500.0,1,2,0,Semi-Furnished,22.0,11000.0
Mundhwa,Pune,800.0,2,2,3,Semi-Furnished,38.0,30000.0
Marathahalli,Bangalore,1429.0,3,3,3,Unfurnished,40.0,57000.0
Ram Nagar,Nagpur,1000.0,2,2,2,Unfurnished,12.0,12000.0
Hinjewadi,Pune,910.0,2,2,2,Semi-Furnished,29.0,26000.0
Devanahalli,Bangalore,1360.0,2,2,0,Semi-Furnished,22.0,30000.0
Malad West,Mumbai,680.0,2,2,0,Semi-Furnished,88.0,60000.0
Attibele,Bangalore,1400.0,3,3,0,Furnished,23.0,32000.0
Kalachauki,Mumbai,240.0,1,1,0,Semi-Furnished,54.0,13000.0
Sir M Visvesvaraya Inst Road,Bangalore,3310.0,4,4,3,Semi-Furnished,57.0,190000.0
Nigdi,Pune,550.0,1,1,0,Semi-Furnished,27.0,15000.0
Mahaveer Nagar,New Delhi,945.0,1,2,0,Unfurnished,11.0,10000.0
Kharadi,Pune,500.0,1,1,0,Furnished,16.0,8000.0
Rajendra Nagar,Mumbai,1126.0,3,3,3,Furnished,75.0,85000.0
Kharadi,Pune,1661.0,3,5,0,Semi-Furnished,51.0,85000.0
Hadapsar,Pune,500.0,1,1,0,Unfurnished,14.0,7000.0
C V Raman Nagar,Bangalore,1150.0,2,2,0,Semi-Furnished,30.0,35000.0
Attibele,Bangalore,1500.0,2,3,0,Unfurnished,12.0,18000.0
Vyalikaval HBCS Layout,Bangalore,650.0,1,1,0,Semi-Furnished,31.0,20000.0
Keshav Nagar,Pune,755.0,2,2,0,Unfurnished,37.0,28000.0
Tilak Nagar,New Delhi,700.0,2,2,0,Semi-Furnished,22.0,15500.0
Laxmi Colony Hadapsar,Pune,420.0,1,1,0,Semi-Furnished,38.0,16000.0
Somwar Peth,Pune,500.0,1,1,0,Semi-Furnished,26.0,13000.0
Hongasandra,Bangalore,550.0,1,1,0,Unfurnished,15.0,8000.0
Pimpri Chinchwad,Pune,1000.0,2,2,0,Semi-Furnished,25.0,25000.0
RT Nagar,Bangalore,800.0,1,1,0,Semi-Furnished,26.0,21000.0
Sector 15 Dwarka,New Delhi,700.0,2,1,0,Semi-Furnished,17.0,12000.0
Chander Vihar,New Delhi,455.0,2,1,0,Unfurnished,13.0,6000.0
Manewada,Nagpur,950.0,2,2,3,Unfurnished,9.0,9000.0
KR Puram,Bangalore,1100.0,2,2,0,Semi-Furnished,20.0,22000.0
Naganathapura,Bangalore,1500.0,3,3,0,Semi-Furnished,22.0,33000.0
Rachenahalli Main Road,Bangalore,1700.0,3,3,0,Semi-Furnished,26.0,45000.0
Kanakapura Road,Bangalore,1500.0,3,3,2,Semi-Furnished,30.0,45000.0
Kanakapura Road,Bangalore,2500.0,4,5,2,Semi-Furnished,34.0,85000.0
Hadapsar,Pune,1900.0,3,4,0,Semi-Furnished,18.0,35000.0
Andheri West,Mumbai,610.0,1,2,0,Unfurnished,97.0,59000.0
East Of Kailash,New Delhi,1800.0,3,3,0,Semi-Furnished,47.0,85000.0
Mira Road,Mumbai,670.0,2,2,2,Semi-Furnished,39.0,26000.0
Bidare Agrahara,Bangalore,650.0,2,2,2,Semi-Furnished,27.0,17500.0
Pedder Road,Mumbai,600.0,1,2,0,Furnished,108.0,65000.0
Indira nagar Stage 2,Bangalore,2000.0,4,4,3,Semi-Furnished,70.0,140000.0
Banashankari,Bangalore,2378.0,3,3,0,Semi-Furnished,28.0,66300.0
Parel,Mumbai,850.0,2,2,0,Furnished,106.0,90000.0
Ganesh Nagar,New Delhi,750.0,2,2,0,Furnished,32.0,24000.0
Kanjurmarg,Mumbai,1200.0,2,2,0,Semi-Furnished,33.0,40000.0
Electronic City Phase 2,Bangalore,918.0,2,2,0,Semi-Furnished,20.0,18000.0
Powai,Mumbai,700.0,2,2,0,Unfurnished,67.0,47000.0
Sarvapriya Vihar,New Delhi,1440.0,3,3,2,Semi-Furnished,63.0,90000.0
Uttarahalli,Bangalore,1280.0,2,2,2,Furnished,24.0,31000.0
Worli,Mumbai,1900.0,4,4,0,Furnished,368.0,700000.0
Adarsh Nagar Lohegaon,Pune,300.0,1,1,0,Unfurnished,15.0,4500.0
Mansarovar garden,New Delhi,450.0,1,1,2,Unfurnished,38.0,17000.0
Greater Kailash,New Delhi,2250.0,3,3,0,Furnished,44.0,100000.0
Sector R3 Amanora Park Town,Pune,550.0,1,1,0,Unfurnished,45.0,25000.0
HSR Layout,Bangalore,2400.0,3,3,0,Semi-Furnished,25.0,60000.0
Chinchwad,Pune,570.0,1,1,0,Semi-Furnished,23.0,13000.0
Aundh,Pune,1360.0,3,3,3,Unfurnished,46.0,63000.0
Borivali West,Mumbai,480.0,1,1,2,Semi-Furnished,50.0,24000.0
Hadapsar,Pune,850.0,2,2,2,Unfurnished,25.0,21000.0
Amruthnagar,Bangalore,1200.0,2,2,3,Semi-Furnished,18.0,22000.0
Keshav Nagar,Pune,525.0,1,1,0,Unfurnished,23.0,12000.0
Mulund West,Mumbai,720.0,2,2,0,Semi-Furnished,75.0,54000.0
Yerawada,Pune,600.0,1,2,0,Unfurnished,42.0,25000.0
Sector 17 Rohini,New Delhi,525.0,1,1,0,Furnished,34.0,18000.0
Saket,New Delhi,1800.0,4,3,2,Unfurnished,17.0,30000.0
Sector 22 Rohini,New Delhi,1200.0,3,2,2,Semi-Furnished,18.0,21000.0
Hingane Mala,Pune,350.0,1,1,0,Unfurnished,31.0,11000.0
Gokhale Nagar,Pune,500.0,1,1,0,Unfurnished,34.0,17000.0
Agrahara Layout,Bangalore,2900.0,4,4,4,Semi-Furnished,22.0,65000.0
Ashirwad Nagar,Nagpur,900.0,2,2,0,Unfurnished,8.0,7000.0
Indra Park Extension,New Delhi,495.0,2,1,0,Furnished,60.55555555555556,30000.0
Manjri,Pune,810.0,2,2,0,Unfurnished,22.0,18000.0
Andheri West,Mumbai,300.0,1,1,0,Semi-Furnished,17.0,5000.0
Hadapsar,Pune,530.0,1,1,0,Unfurnished,13.0,7000.0
Hennur Main Road,Bangalore,1011.0,2,2,0,Unfurnished,40.0,40000.0
Sector 9 Dwarka,New Delhi,1850.0,3,2,3,Semi-Furnished,19.0,35000.0
Friends Colony,New Delhi,1800.0,4,3,2,Furnished,28.0,50000.0
Phase 1st JP Nagar,Bangalore,750.0,2,2,2,Semi-Furnished,40.0,30000.0
Pisoli,Pune,700.0,1,1,0,Unfurnished,12.0,8500.0
Sector 22 Dwarka,New Delhi,1450.0,3,3,3,Semi-Furnished,28.0,40000.0
Undri,Pune,1200.0,3,3,3,Unfurnished,28.0,33000.0
Defence Colony,New Delhi,700.0,1,1,0,Furnished,71.0,50000.0
Wagholi,Pune,750.0,2,2,0,Semi-Furnished,17.0,13000.0
Kanakapura Road,Bangalore,1603.0,3,3,3,Semi-Furnished,35.0,56000.0
Dighi,Pune,590.0,1,1,0,Unfurnished,17.0,10000.0
Burari,New Delhi,700.0,2,2,0,Semi-Furnished,11.0,8000.0
Shiva Nagar,Pune,1000.0,2,3,0,Unfurnished,45.0,45000.0
Vidhana Soudha Layout,Bangalore,1000.0,1,1,0,Furnished,13.0,13000.0
Hadapsar,Pune,650.0,1,1,0,Unfurnished,11.0,7000.0
Hinjewadi,Pune,4.0,1,1,0,Semi-Furnished,44.0,22000.0
Wadala East,Mumbai,100.0,1,1,0,Furnished,200.0,20000.0
Khar Danda,Mumbai,1600.0,3,4,2,Furnished,97.0,160000.0
Gujranwala Town,New Delhi,2150.0,3,2,2,Unfurnished,21.0,45000.0
Moti Bagh,New Delhi,1100.0,2,2,0,Unfurnished,9.0,10000.0
Wagholi,Pune,1279.0,2,2,0,Furnished,27.0,35000.0
Byrathi,Bangalore,1200.0,2,2,0,Unfurnished,12.0,14000.0
Rahatni,Pune,945.0,2,2,2,Furnished,37.0,35000.0
C V Raman Nagar,Bangalore,1090.0,2,2,0,Semi-Furnished,24.0,26000.0
Charholi Budruk,Pune,1006.0,2,2,0,Unfurnished,25.0,25000.0
Nangloi Jat,New Delhi,1100.0,2,3,0,Semi-Furnished,11.0,12000.0
Seegehalli Road,Bangalore,1430.0,2,2,2,Unfurnished,21.0,30000.0
Wagholi,Pune,584.0,2,2,0,Unfurnished,28.0,16500.0
Tumkur Road,Bangalore,495.0,2,2,0,Furnished,26.0,13000.0
Naigaon East,Mumbai,406.0,1,2,0,Unfurnished,30.0,12000.0
